Arcanine,1,HeartGold &amp; SoulSilver,Pokémon - Stage 1,Fire,Rare Holo
Unown RETURN,54,HeartGold &amp; SoulSilver,Pokémon - Basic,Psychic,Uncommon
Unown FLASH,55,HeartGold &amp; SoulSilver,Pokémon - Basic,Psychic,Uncommon
Wigglytuff,56,HeartGold &amp; SoulSilver,Pokémon - Stage 1,Colorless,Uncommon
Caterpie,57,HeartGold &amp; SoulSilver,Pokémon - Basic,Grass,Common
Chansey,58,HeartGold &amp; SoulSilver,Pokémon - Basic,Colorless,Common
Chikorita,59,HeartGold &amp; SoulSilver,Pokémon - Basic,Grass,Common
Clefairy,60,HeartGold &amp; SoulSilver,Pokémon - Basic,Colorless,Common
Cyndaquil,61,HeartGold &amp; SoulSilver,Pokémon - Basic,Fire,Common
Drowzee,62,HeartGold &amp; SoulSilver,Pokémon - Basic,Psychic,Common
Exeggcute,63,HeartGold &amp; SoulSilver,Pokémon - Basic,Psychic,Common
Girafarig,64,HeartGold &amp; SoulSilver,Pokémon - Basic,Colorless,Common
Growlithe,65,HeartGold &amp; SoulSilver,Pokémon - Basic,Fire,Common
Hoothoot,66,HeartGold &amp; SoulSilver,Pokémon - Basic,Colorless,Common
Hoppip,67,HeartGold &amp; SoulSilver,Pokémon - Basic,Grass,Common
Jigglypuff,68,HeartGold &amp; SoulSilver,Pokémon - Basic,Colorless,Common
Jynx,69,HeartGold &amp; SoulSilver,Pokémon - Basic,Psychic,Common
Koffing,70,HeartGold &amp; SoulSilver,Pokémon - Basic,Psychic,Common
Ledyba,71,HeartGold &amp; SoulSilver,Pokémon - Basic,Grass,Common
Magikarp,72,HeartGold &amp; SoulSilver,Pokémon - Basic,Water,Common
Mareep,73,HeartGold &amp; SoulSilver,Pokémon - Basic,Lightning,Common
Marill,74,HeartGold &amp; SoulSilver,Pokémon - Basic,Water,Common
Meowth,75,HeartGold &amp; SoulSilver,Pokémon - Basic,Colorless,Common
Paras,76,HeartGold &amp; SoulSilver,Pokémon - Basic,Grass,Common
Phanpy,77,HeartGold &amp; SoulSilver,Pokémon - Basic,Fighting,Common
Pikachu,78,HeartGold &amp; SoulSilver,Pokémon - Basic,Lightning,Common
Sandshrew,79,HeartGold &amp; SoulSilver,Pokémon - Basic,Fighting,Common
Sentret,80,HeartGold &amp; SoulSilver,Pokémon - Basic,Colorless,Common
Slowpoke,81,HeartGold &amp; SoulSilver,Pokémon - Basic,Water,Common
Snubbull,82,HeartGold &amp; SoulSilver,Pokémon - Basic,Colorless,Common
Spinarak,83,HeartGold &amp; SoulSilver,Pokémon - Basic,Grass,Common
Staryu,84,HeartGold &amp; SoulSilver,Pokémon - Basic,Water,Common
Sunkern,85,HeartGold &amp; SoulSilver,Pokémon - Basic,Grass,Common
Totodile,86,HeartGold &amp; SoulSilver,Pokémon - Basic,Water,Common
Vulpix,87,HeartGold &amp; SoulSilver,Pokémon - Basic,Fire,Common
Wooper,88,HeartGold &amp; SoulSilver,Pokémon - Basic,Water,Common
Bill,89,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Copycat,90,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Energy Switch,91,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Fisherman,92,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Full Heal,93,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Moomoo Milk,94,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Poké Ball,95,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Pokégear 3.0,96,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Pokémon Collector,97,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Pokémon Communication,98,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Pokémon Reversal,99,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Professor Elm's Training Method,100,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Professor Oak's New Theory,101,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Switch,102,HeartGold &amp; SoulSilver,Trainer,n/a,Uncommon
Double Colorless Energy,103,HeartGold &amp; SoulSilver,Energy - Special Energy,n/a,Uncommon
Rainbow Energy,104,HeartGold &amp; SoulSilver,Energy - Special Energy,n/a,Uncommon
Ampharos Prime,105,HeartGold &amp; SoulSilver,Pokémon - Stage 2,Lightning,Ultra Rare
Blissey Prime,106,HeartGold &amp; SoulSilver,Pokémon - Stage 1,Colorless,Ultra Rare
Donphan Prime,107,HeartGold &amp; SoulSilver,Pokémon - Stage 1,Fighting,Ultra Rare
Feraligatr Prime,108,HeartGold &amp; SoulSilver,Pokémon - Stage 2,Water,Ultra Rare
Meganium Prime,109,HeartGold &amp; SoulSilver,Pokémon - Stage 2,Grass,Ultra Rare
Typhlosion Prime,110,HeartGold &amp; SoulSilver,Pokémon - Stage 2,Fire,Ultra Rare
Ho-Oh LEGEND,111,HeartGold &amp; SoulSilver,Pokémon - Legend,Fire,Rare Holo
Ho-Oh LEGEND,112,HeartGold &amp; SoulSilver,Pokémon - Legend,Fire,Rare Holo
Lugia LEGEND,113,HeartGold &amp; SoulSilver,Pokémon - Legend,Water,Rare Holo
Lugia LEGEND,114,HeartGold &amp; SoulSilver,Pokémon - Legend,Water,Rare Holo
Grass Energy,115,HeartGold &amp; SoulSilver,Energy - Basic Energy,n/a,Common
Fire Energy,116,HeartGold &amp; SoulSilver,Energy - Basic Energy,n/a,Common
Water Energy,117,HeartGold &amp; SoulSilver,Energy - Basic Energy,n/a,Common
Lightning Energy,118,HeartGold &amp; SoulSilver,Energy - Basic Energy,n/a,Common
Psychic Energy,119,HeartGold &amp; SoulSilver,Energy - Basic Energy,n/a,Common
Fighting Energy,120,HeartGold &amp; SoulSilver,Energy - Basic Energy,n/a,Common
Darkness Energy,121,HeartGold &amp; SoulSilver,Energy - Basic Energy,n/a,Common
Metal Energy,122,HeartGold &amp; SoulSilver,Energy - Basic Energy,n/a,Common
Gyarados,123,HeartGold &amp; SoulSilver,Pokémon - Stage 1,Water,Rare Holo
